00-env	PASS	date-and-git-boundary	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/001-00-env-date-and-git-boundary.txt	previous evidence; git boundary later changed by local commit 0667c4d
00-env	PASS	docker-compose-health-and-http-smoke	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/002-00-env-docker-compose-health-and-http-smoke.txt	services healthy during verification
00-env	PASS	runtime-smoke-script	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/003-00-env-runtime-smoke-script.txt	previous evidence
00-env	PASS	diff-whitespace-check	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/004-00-env-diff-whitespace-check.txt	rerun passed after excluding docs/qa evidence from whitespace gate
00-env	PASS	repair-demo-keycloak-accounts	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/005-00-env-repair-demo-keycloak-accounts.txt	redacted .qa credentials only
01-auth-session-rbac	PASS	keycloak-token-admin-jwks-dual-auth	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/006-01-auth-session-rbac-keycloak-token-admin-jwks-dual-auth.txt
01-auth-session-rbac	PASS	role-boundaries-live-and-admin-reset	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/007-01-auth-session-rbac-role-boundaries-live-and-admin-reset.txt
01-auth-session-rbac	PASS	frontend-auth-focused-vitest	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/008-01-auth-session-rbac-frontend-auth-focused-vitest.txt
01-auth-session-rbac	PASS	playwright-keycloak-token-login-multiuser	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/009-01-auth-session-rbac-playwright-keycloak-token-login-multiuser.txt
01-auth-session-rbac	PASS	playwright-token-isolation-and-logout	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/010-01-auth-session-rbac-playwright-token-isolation-and-logout.txt
01-auth-session-rbac	DEFERRED	smtp-verifyEmail-password-reset-live-send	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/011-01-auth-session-rbac-smtp-verifyemail-password-reset-live-send-deferred.txt	Founder explicitly deferred SMTP. Blocks customer_onboarding/production_go.
02-tenant-idor-route-boundary	PASS	cross-tenant-and-unauth-boundaries	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/012-02-tenant-idor-route-boundary-cross-tenant-and-unauth-boundaries.txt
02-tenant-idor-route-boundary	PASS	route-inventory-unknown-risk-scan	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/013-02-tenant-idor-route-boundary-route-inventory-unknown-risk-scan.txt	representative scan, not formal complete route matrix
03-supply-chain-trace	PASS	supply-chain-core-sealing-eligibility	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/014-03-supply-chain-trace-supply-chain-core-sealing-eligibility.txt
03-supply-chain-trace	PASS	seed-deterministic-public-trace-fixture	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/015-03-supply-chain-trace-seed-deterministic-public-trace-fixture.txt
