00-env	PASS	date-and-git-boundary	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/001-00-env-date-and-git-boundary.txt	
00-env	PASS	docker-compose-health-and-http-smoke	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/002-00-env-docker-compose-health-and-http-smoke.txt	
00-env	PASS	runtime-smoke-script	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/003-00-env-runtime-smoke-script.txt	
00-env	PASS	diff-whitespace-check	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/004-00-env-diff-whitespace-check.txt	
01-auth-session-rbac	PASS	keycloak-token-admin-jwks-dual-auth	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/005-01-auth-session-rbac-keycloak-token-admin-jwks-dual-auth.txt	
01-auth-session-rbac	PASS	role-boundaries-live-and-admin-reset	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/006-01-auth-session-rbac-role-boundaries-live-and-admin-reset.txt	
01-auth-session-rbac	PASS	frontend-auth-focused-vitest	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/007-01-auth-session-rbac-frontend-auth-focused-vitest.txt	
01-auth-session-rbac	PASS	playwright-keycloak-token-login-multiuser	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/008-01-auth-session-rbac-playwright-keycloak-token-login-multiuser.txt	
01-auth-session-rbac	PASS	playwright-token-isolation-and-logout	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/009-01-auth-session-rbac-playwright-token-isolation-and-logout.txt	
01-auth-session-rbac	DEFERRED	smtp-verifyEmail-password-reset-live-send	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/010-01-auth-session-rbac-smtp-verifyemail-password-reset-live-send-deferred.txt	Founder explicitly deferred SMTP. Keep customer_onboarding/production_go non-PASS until RUN_SMTP=1 and live-send passes.
02-tenant-idor-route-boundary	FAIL	cross-tenant-and-unauth-boundaries	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/011-02-tenant-idor-route-boundary-cross-tenant-and-unauth-boundaries.txt	exit_code=1
02-tenant-idor-route-boundary	PASS	route-inventory-unknown-risk-scan	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/012-02-tenant-idor-route-boundary-route-inventory-unknown-risk-scan.txt	
03-supply-chain-trace	PASS	supply-chain-core-sealing-eligibility	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/013-03-supply-chain-trace-supply-chain-core-sealing-eligibility.txt	
03-supply-chain-trace	PASS	seed-deterministic-public-trace-fixture	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/014-03-supply-chain-trace-seed-deterministic-public-trace-fixture.txt	
03-supply-chain-trace	PASS	public-trace-valid-invalid-smoke	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/015-03-supply-chain-trace-public-trace-valid-invalid-smoke.txt	
03-supply-chain-trace	FAIL	playwright-supply-chain-and-demo-spine	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/016-03-supply-chain-trace-playwright-supply-chain-and-demo-spine.txt	exit_code=1
04-submission-cert-lifecycle	FAIL	submission-revisions-sla-and-cert-lifecycle	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/017-04-submission-cert-lifecycle-submission-revisions-sla-and-cert-lifecycle.txt	exit_code=1
04-submission-cert-lifecycle	PASS	known-p0-gap-test-file-presence	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/018-04-submission-cert-lifecycle-known-p0-gap-test-file-presence.txt	
04-submission-cert-lifecycle	FAIL	playwright-cert-and-state-scoring	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/019-04-submission-cert-lifecycle-playwright-cert-and-state-scoring.txt	exit_code=1
05-admin-user-crud	PASS	admin-user-member-auditor-crud	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/020-05-admin-user-crud-admin-user-member-auditor-crud.txt	
05-admin-user-crud	FAIL	playwright-admin-user-flows	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/021-05-admin-user-crud-playwright-admin-user-flows.txt	exit_code=1
06-pdf-doc-versioning	FAIL	pdf-renderer-document-versioning	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/022-06-pdf-doc-versioning-pdf-renderer-document-versioning.txt	exit_code=2
06-pdf-doc-versioning	DEFERRED	pdf-visual-baselines	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/023-06-pdf-doc-versioning-pdf-visual-baselines-deferred.txt	RUN_VISUAL=0. Run with RUN_VISUAL=1 for visual baseline validation.
06-pdf-doc-versioning	FAIL	playwright-template-document-ui	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/024-06-pdf-doc-versioning-playwright-template-document-ui.txt	exit_code=1
07-jobs-audit-data-security	FAIL	jobs-audit-data-upload	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/025-07-jobs-audit-data-security-jobs-audit-data-upload.txt	exit_code=1
07-jobs-audit-data-security	PASS	high-signal-log-scan	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/026-07-jobs-audit-data-security-high-signal-log-scan.txt	
07-jobs-audit-data-security	PASS	rate-limit-doc-presence	docs/qa/2026-09-12-p0-gates-after-marker-fix/evidence/terminal/027-07-jobs-audit-data-security-rate-limit-doc-presence.txt	
