00-env	PASS	date-and-git-boundary	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/001-00-env-date-and-git-boundary.txt	
00-env	PASS	docker-compose-health-and-http-smoke	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/002-00-env-docker-compose-health-and-http-smoke.txt	
00-env	PASS	runtime-smoke-script	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/003-00-env-runtime-smoke-script.txt	
00-env	PASS	diff-whitespace-check	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/004-00-env-diff-whitespace-check.txt	
01-auth-session-rbac	PASS	keycloak-token-admin-jwks-dual-auth	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/005-01-auth-session-rbac-keycloak-token-admin-jwks-dual-auth.txt	
01-auth-session-rbac	FAIL	role-boundaries-live-and-admin-reset	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/006-01-auth-session-rbac-role-boundaries-live-and-admin-reset.txt	exit_code=1
01-auth-session-rbac	PASS	frontend-auth-focused-vitest	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/007-01-auth-session-rbac-frontend-auth-focused-vitest.txt	
01-auth-session-rbac	FAIL	playwright-keycloak-token-login-multiuser	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/008-01-auth-session-rbac-playwright-keycloak-token-login-multiuser.txt	exit_code=1
01-auth-session-rbac	FAIL	playwright-token-isolation-and-logout	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/009-01-auth-session-rbac-playwright-token-isolation-and-logout.txt	exit_code=1
01-auth-session-rbac	DEFERRED	smtp-verifyEmail-password-reset-live-send	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/010-01-auth-session-rbac-smtp-verifyemail-password-reset-live-send-deferred.txt	Founder explicitly deferred SMTP. Keep customer_onboarding/production_go non-PASS until RUN_SMTP=1 and live-send passes.
02-tenant-idor-route-boundary	FAIL	cross-tenant-and-unauth-boundaries	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/011-02-tenant-idor-route-boundary-cross-tenant-and-unauth-boundaries.txt	exit_code=1
02-tenant-idor-route-boundary	PASS	route-inventory-unknown-risk-scan	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/012-02-tenant-idor-route-boundary-route-inventory-unknown-risk-scan.txt	
03-supply-chain-trace	FAIL	supply-chain-core-sealing-eligibility	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/013-03-supply-chain-trace-supply-chain-core-sealing-eligibility.txt	exit_code=1
03-supply-chain-trace	FAIL	seed-deterministic-public-trace-fixture	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/014-03-supply-chain-trace-seed-deterministic-public-trace-fixture.txt	exit_code=1
03-supply-chain-trace	FAIL	public-trace-valid-invalid-smoke	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/015-03-supply-chain-trace-public-trace-valid-invalid-smoke.txt	exit_code=2
03-supply-chain-trace	FAIL	playwright-supply-chain-and-demo-spine	docs/qa/2026-09-12-p0-auth-after-demo-repair/evidence/terminal/016-03-supply-chain-trace-playwright-supply-chain-and-demo-spine.txt	exit_code=1
